,fold_change,-log10(fdr_BH),Gene
2231,6.300471240073676,6.520011687304352,UTP3
2239,2.6799458863468173,3.698167858942344,BAZ1A
2253,7.906288461828989,7.131969979742987,SLC35D1
2255,7.596384448347953,9.561321301819088,RYDEN
2259,10.987707992662056,14.073347381880035,IMP3
2275,8.050086351947064,7.771313081512299,IMPAD1
2321,4.445760123833173,6.786529961440324,XPR1
2331,7.573971453100661,9.064187530676593,NXF1
2333,7.868764373817757,10.898302729553684,PEF1
2345,15.872535538994677,9.0298741117856,LAMTOR3
2362,2.0482193542935976,5.644050535837152,SLC25A13
2375,2.139483028398644,4.938993475928391,ACIN1
2382,5.448351279319381,6.65056613960512,KIDINS220
2414,2.3955150002727184,6.3197253151448205,VDAC3
2416,8.00952546342485,7.898610629122144,ERGIC3
2430,4.476167245654218,9.139023994306708,DDX52
2450,7.7599672584346076,10.4018217963067,TMED5
2457,9.180002829408474,10.960149338968389,MRPS16
2459,10.213220613232327,8.208325862179361,MRPS23
2460,10.407189832066752,8.620828351113333,GOLT1B
2466,3.488371447054085,9.207972810580896,SAMHD1
2491,2.219336052927119,2.9369781670882915,TRPV2
